image_id,deep_feature_000,deep_feature_001,deep_feature_002,deep_feature_003,deep_feature_004,deep_feature_005,deep_feature_006,deep_feature_007,deep_feature_008,deep_feature_009,deep_feature_010,deep_feature_011,deep_feature_012,deep_feature_013,deep_feature_014,deep_feature_015,deep_feature_016,deep_feature_017,deep_feature_018,deep_feature_019,deep_feature_020,deep_feature_021,deep_feature_022,deep_feature_023,deep_feature_024,deep_feature_025,deep_feature_026,deep_feature_027,deep_feature_028,deep_feature_029,deep_feature_030,deep_feature_031,deep_feature_032,deep_feature_033,deep_feature_034,deep_feature_035,deep_feature_036,deep_feature_037,deep_feature_038,deep_feature_039,deep_feature_040,deep_feature_041,deep_feature_042,deep_feature_043,deep_feature_044,deep_feature_045,deep_feature_046,deep_feature_047,deep_feature_048,deep_feature_049,deep_feature_050,deep_feature_051,deep_feature_052,deep_feature_053,deep_feature_054,deep_feature_055,deep_feature_056,deep_feature_057,deep_feature_058,deep_feature_059,deep_feature_060,deep_feature_061,deep_feature_062,deep_feature_063,deep_feature_064,deep_feature_065,deep_feature_066,deep_feature_067,deep_feature_068,deep_feature_069,deep_feature_070,deep_feature_071,deep_feature_072,deep_feature_073,deep_feature_074,deep_feature_075,deep_feature_076,deep_feature_077,deep_feature_078,deep_feature_079,deep_feature_080,deep_feature_081,deep_feature_082,deep_feature_083,deep_feature_084,deep_feature_085,deep_feature_086,deep_feature_087,deep_feature_088,deep_feature_089,deep_feature_090,deep_feature_091,deep_feature_092,deep_feature_093,deep_feature_094,deep_feature_095
cnn_tile_030,-0.038513195,-0.47366554,-0.76055527,-0.3042324,-0.4316394,-0.43342966,-0.18430316,0.9801831,-0.6971493,-0.7232486,0.8834491,-0.28436646,-0.51881987,-0.844369,-0.9754534,-0.91947424,0.9282292,-0.9744098,0.38861462,0.6898857,0.67054427,-0.968506,-0.44902202,-0.4416682,0.8707972,-0.9104185,0.7104115,0.85836107,0.012351273,0.9967548,0.4197112,-0.923227,0.2671559,-0.774105,0.36517057,0.80871075,0.84106886,-0.87796456,-0.83341306,0.8554829,-0.05061842,0.8998729,-0.2385261,-0.738436,-0.24839307,-0.418683,0.28546175,-0.18840137,0.9878134,0.92697024,-0.87495714,-0.58293146,-0.69176364,0.3485956,0.9802727,-0.7700799,-0.87356645,0.61010075,-0.5199911,-0.16672377,-0.021061387,0.9652817,0.5987078,0.95691276,0.20223626,0.2753468,0.80709374,0.9415965,-0.9966759,0.4567246,0.1395132,0.18380728,-0.105661385,-0.56182075,0.8999794,0.15251309,0.44362164,0.04740594,0.22218193,-0.90572643,-0.9686222,-0.051572938,0.9511842,-0.67270386,0.9449661,0.58303297,-0.73797184,-0.9799697,-0.37874642,-0.1430767,-0.23143086,-0.56654215,0.05773411,-0.8389471,-0.62725675,0.6788943
cnn_tile_031,0.057629667,-0.22462824,-0.8225946,-0.33838886,-0.3648041,-0.5372787,-0.2840463,0.98023254,-0.70068437,-0.7142708,0.88833743,-0.29144406,-0.3604234,-0.8065607,-0.98259777,-0.8996967,0.90483695,-0.9683754,0.241362,0.74234307,0.6591043,-0.9448829,-0.44441283,-0.4727113,0.8964808,-0.8641706,0.7529089,0.8698339,0.12659802,0.99746066,0.44127437,-0.93645597,0.23060356,-0.86429954,0.44570032,0.8079357,0.8636397,-0.83471394,-0.8360295,0.87773126,0.056111924,0.89903194,-0.23009887,-0.65389824,-0.18773025,-0.51887697,0.10609207,-0.09682915,0.9825238,0.9173036,-0.9156631,-0.4220751,-0.57356024,0.4177743,0.97837424,-0.874285,-0.8049585,0.5913917,-0.56922317,0.03626721,-0.028169375,0.96373487,0.52502805,0.9159638,0.29435194,0.20133796,0.7941937,0.91427046,-0.9957841,0.38251147,0.2399801,0.42873058,-0.19874169,-0.37308183,0.90485185,0.343252,0.4251343,0.05865441,-0.08832077,-0.9360623,-0.97928673,-0.10654321,0.950805,-0.6088639,0.96541023,0.5961225,-0.7268555,-0.9755651,-0.2750047,-0.33041313,-0.23589452,-0.5872564,-0.1828688,-0.84826434,-0.6795383,0.6723515
cnn_tile_032,-0.03855061,-0.4164052,-0.7976389,-0.37825796,-0.42749077,-0.4870904,-0.3627928,0.9811682,-0.67241865,-0.6841238,0.8705237,-0.27370295,-0.20164451,-0.8280645,-0.9837053,-0.9052197,0.8905729,-0.9665325,0.30304635,0.74694026,0.63142663,-0.95990676,-0.54276,-0.52903086,0.8799258,-0.88314277,0.71320665,0.81151396,0.0045463573,0.99630404,0.31360775,-0.91499084,0.20968741,-0.8608972,0.29964578,0.8197902,0.8359333,-0.8616639,-0.8398161,0.8913459,0.041277144,0.8745563,-0.17394327,-0.70251524,-0.094040915,-0.56349254,0.24551116,-0.039252102,0.98838985,0.91684306,-0.91317034,-0.50290406,-0.6170779,0.59463423,0.98242104,-0.880941,-0.8672985,0.5730558,-0.4879081,-0.043524805,-0.2037121,0.9651472,0.5930497,0.941152,0.10728757,0.2831419,0.869251,0.91050696,-0.9969949,0.33821276,0.16731434,0.39432615,-0.3219716,-0.38877422,0.89938635,0.27746007,0.39949426,0.08987317,0.16765727,-0.9146252,-0.9766168,0.060698986,0.96713006,-0.4659681,0.960552,0.65311587,-0.78285474,-0.9804474,-0.2239009,-0.2458123,-0.15471275,-0.4183857,-0.09310267,-0.86067384,-0.6732587,0.6925956
cnn_tile_033,-0.13997656,-0.30829093,-0.775788,-0.24549842,-0.26919386,-0.5049454,-0.21428017,0.9772338,-0.61101586,-0.6737044,0.9101265,-0.32670024,-0.4241324,-0.83445644,-0.9797647,-0.9240612,0.91951036,-0.96927536,0.37408578,0.59728307,0.7000372,-0.95624983,-0.27134356,-0.37671846,0.9229957,-0.8590277,0.79823273,0.8541289,0.24377765,0.99729526,0.358343,-0.910447,0.09558057,-0.8484034,0.205187,0.8277616,0.8342199,-0.8681998,-0.8139864,0.86071366,0.058646344,0.8457038,-0.3609642,-0.7018734,-0.29473674,-0.46262854,0.19033316,-0.052461486,0.9879748,0.9404897,-0.91597366,-0.5030405,-0.71151334,0.503956,0.98039967,-0.8240274,-0.85076904,0.53758305,-0.5178012,-0.12932472,-0.02737163,0.9721281,0.6086671,0.93596596,0.45821178,0.40770015,0.8062463,0.9187433,-0.9954908,0.3687437,0.17076923,0.3880018,-0.30670476,-0.5098157,0.90575725,0.1238221,0.4414321,-0.04555157,0.0062362268,-0.9300635,-0.9761396,0.037575215,0.95305365,-0.6689504,0.9370747,0.6551355,-0.7717129,-0.9770247,-0.24809188,-0.13129483,-0.05457735,-0.41078714,-0.010687704,-0.904562,-0.6297147,0.680282
cnn_tile_034,0.030174516,-0.4252269,-0.75701517,-0.31800875,-0.46423286,-0.30343568,-0.20518826,0.973283,-0.6313065,-0.632603,0.8791112,-0.30670267,-0.32342035,-0.8338606,-0.98117995,-0.92910403,0.8925505,-0.9704516,0.23557088,0.71169835,0.66404754,-0.9537388,-0.59302795,-0.4965921,0.90690154,-0.8764297,0.7866369,0.8182086,-0.058573388,0.9969135,0.33369598,-0.93169624,0.20445825,-0.8369989,0.4846209,0.7432827,0.8925822,-0.84503454,-0.86859185,0.87041664,-0.03406111,0.9010593,-0.4491032,-0.6147119,-0.18124677,-0.61228937,-0.035354573,-0.04680224,0.98679924,0.9507506,-0.91715044,-0.34305283,-0.667306,0.6100468,0.98099816,-0.8544081,-0.787806,0.6495716,-0.60161144,-0.2292193,-0.06551135,0.9635444,0.4827659,0.87906486,0.24180089,0.29988357,0.7573809,0.9327284,-0.9962461,0.39186087,0.3369597,0.3659424,-0.15073916,-0.6538137,0.91193724,0.043574937,0.3868857,0.25863275,0.049844522,-0.91358376,-0.9779169,0.03633383,0.95441616,-0.47400254,0.954323,0.63849455,-0.71821225,-0.974847,-0.42128065,-0.29813793,-0.18082166,-0.5335021,-0.086915575,-0.8593011,-0.6796928,0.61806273
cnn_tile_035,0.054383174,-0.222713,-0.7872559,-0.27890405,-0.43151245,-0.42202568,-0.2759059,0.9719292,-0.6126393,-0.6695968,0.8916114,-0.15080093,-0.4595902,-0.8254615,-0.9744872,-0.9117599,0.9179801,-0.9745523,0.34974942,0.63536114,0.6941694,-0.96016043,-0.4562415,-0.48147503,0.89032465,-0.8646128,0.8162319,0.8308214,0.0434313,0.99780756,0.2858966,-0.9376454,0.23172693,-0.8665389,0.37600303,0.8599926,0.8657279,-0.8791651,-0.8678273,0.8915983,-0.21008942,0.8046507,-0.20580268,-0.671777,-0.31303537,-0.39629507,0.23011115,-0.14698313,0.984987,0.91745937,-0.90080166,-0.4614359,-0.5871586,0.52064395,0.9811131,-0.854252,-0.8210932,0.66736215,-0.4534294,-0.056732982,-0.041072205,0.9589521,0.43900526,0.93408245,0.23114851,0.12404995,0.8207268,0.9225745,-0.99696696,0.34427583,0.40252787,0.17808278,-0.21662505,-0.5616515,0.91486794,0.13653226,0.36114913,0.20579316,-0.03440301,-0.9272955,-0.98209167,-0.055824243,0.9650435,-0.4157911,0.93857837,0.62739575,-0.71867496,-0.9816008,-0.36711246,-0.24927807,0.031005416,-0.51342094,0.05983476,-0.820934,-0.56360734,0.62518364
cnn_tile_036,-0.015905822,-0.4717551,-0.810196,-0.27560022,-0.41157964,-0.5306579,-0.20140284,0.9764679,-0.67050415,-0.7492068,0.89188135,-0.15288162,-0.45247447,-0.8476013,-0.9763348,-0.92688155,0.9229702,-0.9834242,0.4452853,0.641036,0.5811186,-0.9644306,-0.4148888,-0.43464598,0.8943774,-0.8640645,0.76760787,0.857097,0.12065833,0.99788743,0.37046033,-0.92920303,0.25298297,-0.84659874,0.32135692,0.8420807,0.8490202,-0.85881424,-0.8576951,0.8691064,0.04920202,0.8210605,-0.30454126,-0.71261626,-0.18802305,-0.5453211,0.23911005,-0.069377325,0.98557204,0.93629885,-0.93301564,-0.41194525,-0.6014897,0.45129803,0.9799019,-0.79840785,-0.7985727,0.5266587,-0.5170392,-0.064221784,-0.1400852,0.96402866,0.59146404,0.9428217,0.18523817,0.17105705,0.8195981,0.92439485,-0.9966862,0.37919885,0.3308231,0.2786066,-0.22112735,-0.5867734,0.90485036,0.2661401,0.33599195,0.15534839,0.11218016,-0.93241143,-0.97664016,0.009887161,0.9614998,-0.54392356,0.9561108,0.61685926,-0.7767053,-0.97774994,-0.2352009,-0.21070753,-0.049037863,-0.4462177,-0.07928258,-0.8392706,-0.6924537,0.68935883
cnn_tile_037,-0.0017178432,-0.3781766,-0.7991386,-0.4230484,-0.33104816,-0.49440172,-0.27731484,0.973928,-0.65593463,-0.676239,0.92413384,-0.319814,-0.3872491,-0.8269719,-0.98081315,-0.91959274,0.8975626,-0.9712759,0.2923664,0.67744535,0.7824653,-0.9630076,-0.34279642,-0.46185914,0.9155002,-0.88115805,0.7684633,0.8651771,0.09559319,0.9975697,0.38587627,-0.9090362,0.12801318,-0.8793032,0.36197004,0.8266354,0.8375151,-0.8669678,-0.8178448,0.8680162,0.17130023,0.8270867,-0.50511444,-0.64803255,-0.24336319,-0.5334232,0.111185804,-0.14005284,0.988066,0.92962974,-0.90669066,-0.4232363,-0.6590943,0.5717018,0.9782393,-0.84509134,-0.81361425,0.55964327,-0.49398777,-0.018876795,-0.14290173,0.9681798,0.5816622,0.9348772,0.15036613,0.39118403,0.73656696,0.914811,-0.99569297,0.39866278,0.16352826,0.4216798,-0.2337084,-0.47375703,0.8921253,0.21882537,0.50599897,-0.024776706,-0.065576054,-0.93933624,-0.9791925,-0.13096742,0.9524967,-0.52241313,0.9659997,0.64914125,-0.7419933,-0.97925323,-0.3134663,-0.22068267,-0.12818135,-0.52181447,-0.04306479,-0.86529964,-0.68524927,0.6471002
cnn_tile_038,-0.020253848,-0.40833402,-0.7755147,-0.5146997,-0.34478664,-0.47706732,-0.23078611,0.9787194,-0.65536815,-0.7063739,0.90971434,-0.30301002,-0.39238673,-0.8441753,-0.9827225,-0.9258176,0.917862,-0.979442,0.37990382,0.6826485,0.63414645,-0.9681102,-0.47643358,-0.46476838,0.9051209,-0.8869266,0.76057434,0.855377,0.054255143,0.9973471,0.42845815,-0.9336985,0.075457826,-0.83194333,0.4673874,0.79919,0.8587884,-0.85360444,-0.8129593,0.8658289,0.025532752,0.86843866,-0.42602053,-0.6215685,-0.192075,-0.5915175,0.11260221,-0.11924519,0.986345,0.9331828,-0.9123106,-0.44896787,-0.64340264,0.5803742,0.9780301,-0.86672765,-0.81237584,0.5873333,-0.5174722,-0.074043475,-0.07919136,0.9688581,0.6140854,0.9358298,0.19724512,0.28441796,0.769537,0.91431135,-0.9960201,0.38257632,0.108806945,0.23138046,-0.2696107,-0.5816769,0.89645904,0.31466493,0.41462207,0.053654086,-0.011460808,-0.90097713,-0.9818011,0.06919511,0.9596431,-0.59885716,0.96617335,0.56497365,-0.7325347,-0.97772914,-0.26611945,-0.2670138,-0.14006674,-0.5724491,-0.063407265,-0.8760356,-0.6433779,0.6313322
cnn_tile_039,-0.057223037,-0.29839578,-0.74154377,-0.25374168,-0.46388003,-0.3466401,-0.29759443,0.9750697,-0.62442654,-0.67654866,0.85627645,-0.50221884,-0.28207022,-0.8780449,-0.9753236,-0.90002537,0.91281486,-0.96482545,0.30862504,0.7626588,0.72184557,-0.9475903,-0.43784595,-0.38607952,0.87129444,-0.8976693,0.7897326,0.86750877,-0.020558039,0.9954352,0.26604727,-0.92418635,0.063277036,-0.7131561,0.48416382,0.74333394,0.8409387,-0.8676549,-0.8434011,0.8417625,0.15123817,0.8946697,-0.23550865,-0.6319727,-0.032747395,-0.5040641,0.22618127,-0.02562898,0.9913435,0.9301648,-0.90176785,-0.55652994,-0.6999508,0.41177064,0.9842893,-0.8408362,-0.8373512,0.7433865,-0.47886357,-0.023454212,-0.08372555,0.97149736,0.53437066,0.9439104,0.1988469,0.27524927,0.8322344,0.9445031,-0.9962892,0.36836088,0.20420395,0.11798865,-0.21052799,-0.6179942,0.9150727,0.22292437,0.5472981,0.12091512,0.22125022,-0.9384458,-0.97293174,-0.025605818,0.9459853,-0.6877122,0.9447385,0.61224914,-0.75534356,-0.9817776,-0.2582347,-0.13599764,-0.15935022,-0.45149362,0.12223752,-0.84150165,-0.7061793,0.6486078
cnn_tile_040,-0.0011678723,-0.34498528,-0.8086233,-0.34256765,-0.35891536,-0.51515573,-0.23234816,0.98403656,-0.64547855,-0.67784375,0.90738326,-0.31952605,-0.38889632,-0.87043756,-0.98279536,-0.91629165,0.92588055,-0.97565037,0.43244123,0.7472729,0.7116502,-0.9652753,-0.501793,-0.449502,0.8489007,-0.8574359,0.76910067,0.88325316,0.29473335,0.9973818,0.45853925,-0.9365852,0.23142809,-0.82003534,0.38396525,0.81022024,0.8420223,-0.86260426,-0.84212226,0.9032616,0.0006877928,0.8935908,-0.34789354,-0.7260228,-0.268194,-0.5274545,0.18448274,-0.027072428,0.9878332,0.92871463,-0.9191601,-0.44352874,-0.61860526,0.4044118,0.9780485,-0.81868476,-0.842659,0.55698866,-0.51578146,0.018654823,0.016882425,0.9643271,0.60426974,0.930864,0.34953856,0.32572812,0.7974436,0.8939839,-0.9947992,0.46893898,0.17627881,0.3358713,-0.07189891,-0.54845756,0.8854106,0.20905654,0.4879414,0.04133229,0.033654187,-0.92290425,-0.9779695,0.08552803,0.95876825,-0.63650554,0.95756465,0.70467925,-0.8135423,-0.9703307,-0.24137802,-0.12398837,0.024926305,-0.49595523,-0.124157,-0.8790826,-0.58488107,0.652395
cnn_tile_041,-0.10918405,-0.40526122,-0.8391702,-0.33549982,-0.27036205,-0.43765056,-0.28341818,0.97695005,-0.74497414,-0.7072948,0.8855194,-0.15094405,-0.42923948,-0.813743,-0.98202026,-0.911079,0.87483615,-0.97255874,0.24551456,0.617969,0.6311061,-0.9394267,-0.46034053,-0.423043,0.9089817,-0.859803,0.7739078,0.83688724,0.12528211,0.9978005,0.3727121,-0.92395663,0.1971681,-0.8353495,0.39768434,0.8504523,0.8254024,-0.8504939,-0.81514925,0.8423906,0.08894906,0.86916786,-0.34767488,-0.650379,-0.18961583,-0.3688095,0.11971422,-0.08926078,0.9861795,0.91881496,-0.9114877,-0.33168846,-0.5886836,0.40226936,0.97710097,-0.8650541,-0.8182675,0.6438276,-0.5053007,0.041889176,-0.12837853,0.9646544,0.5226742,0.938333,0.14906608,0.11747272,0.7571512,0.9222564,-0.9967548,0.29436067,0.26192066,0.31400985,-0.31500885,-0.4719092,0.90695274,0.20963089,0.38814098,0.06952775,-0.028185984,-0.9189459,-0.97939104,-0.22692764,0.9523208,-0.6250725,0.9626969,0.5375453,-0.73369265,-0.9827211,-0.37962306,-0.29371694,-0.18061075,-0.5210796,-0.014165468,-0.85461044,-0.67553985,0.67173845
cnn_tile_042,0.007374829,-0.3792074,-0.765728,-0.4029498,-0.4216354,-0.5330015,-0.28887638,0.97826475,-0.6242366,-0.71011853,0.89803696,-0.2953016,-0.33563957,-0.80158365,-0.981431,-0.90823966,0.9140943,-0.9774568,0.31291163,0.7470991,0.49932563,-0.9666915,-0.5034889,-0.5297355,0.87752986,-0.8675726,0.80432284,0.81729037,0.08926338,0.9972626,0.45575178,-0.935504,0.31760317,-0.85752785,0.47188556,0.841741,0.8479338,-0.8493575,-0.83022904,0.8854813,-0.026803019,0.87455857,-0.19532086,-0.73500526,-0.23273802,-0.48819557,0.18096256,0.029154263,0.983535,0.9313068,-0.92514455,-0.4985596,-0.6187014,0.542514,0.97952724,-0.8305326,-0.8729099,0.6304344,-0.5120948,-0.075760074,-0.04016217,0.9611876,0.6317507,0.9075067,0.25876808,0.20570989,0.7987929,0.9203229,-0.9952165,0.4292295,0.24198349,0.34785685,-0.1790542,-0.4540418,0.87246084,0.33883387,0.3065711,0.101978816,0.10656775,-0.90790945,-0.97383815,0.029634941,0.9668141,-0.583382,0.96261173,0.70280653,-0.755944,-0.97735626,-0.25663686,-0.21261153,-0.02840799,-0.51919574,-0.103249505,-0.84858096,-0.63169557,0.62608254
cnn_tile_043,0.1464881,-0.4702109,-0.8193954,-0.36606884,-0.4532137,-0.4412895,-0.26173714,0.9744137,-0.6778838,-0.70606464,0.9146498,-0.3564902,-0.39634123,-0.79392487,-0.97941035,-0.9357775,0.90397096,-0.97063106,0.47658497,0.6891697,0.66685724,-0.9699885,-0.4638586,-0.33382523,0.90222174,-0.90246373,0.78320014,0.87288,0.19386695,0.9958155,0.46499616,-0.8806391,0.3204417,-0.82554674,0.22140098,0.83395994,0.8245495,-0.86925036,-0.8305395,0.88016915,0.085607916,0.8889944,-0.30368128,-0.75672853,-0.2327792,-0.44041795,0.25274768,-0.038676366,0.9884295,0.9512968,-0.88368505,-0.60938835,-0.7041822,0.4876294,0.981534,-0.80599415,-0.8575885,0.6618277,-0.4675001,-0.07616518,-0.1335531,0.9696876,0.7160337,0.9358559,0.21877012,0.38792944,0.83644813,0.93003297,-0.99643797,0.50275475,-0.0048745037,0.3012114,-0.11585232,-0.47730273,0.8689875,0.27343407,0.48601907,0.15786237,0.1561699,-0.90854806,-0.9768941,-0.09692879,0.9646191,-0.6201692,0.95670205,0.7030804,-0.81157696,-0.979083,-0.20540528,-0.059778634,-0.07014042,-0.44007418,-0.011430093,-0.8855486,-0.61555815,0.7077932
cnn_tile_044,0.013651395,-0.29445687,-0.7583621,-0.42500418,-0.39729628,-0.49350756,-0.29413545,0.9755105,-0.69225454,-0.76221144,0.854872,-0.1541012,-0.23725717,-0.82387936,-0.98388374,-0.912003,0.9027394,-0.9755541,0.29161653,0.7338441,0.68816835,-0.9556112,-0.56985974,-0.41061515,0.85742015,-0.893466,0.8088173,0.8787452,0.1806628,0.99764335,0.2246231,-0.9259178,0.088444814,-0.75564384,0.541214,0.84602815,0.87812287,-0.8773191,-0.8518456,0.8930684,0.03151466,0.8630558,-0.35166177,-0.68860894,-0.39964738,-0.4512749,0.21017425,-0.16334577,0.97800225,0.93561643,-0.91401696,-0.4348138,-0.54429793,0.5594588,0.9763748,-0.89613396,-0.8621852,0.47676572,-0.35527486,-0.29566213,-0.010764254,0.9664035,0.56845474,0.9242014,0.21950865,0.21469422,0.8364514,0.93022573,-0.9970608,0.44870076,0.3634156,0.15855245,-0.1681831,-0.489124,0.88641053,0.17685701,0.39892647,0.28159502,0.05713911,-0.90881515,-0.981171,0.15185194,0.9594937,-0.5582298,0.9477371,0.59189504,-0.72986513,-0.979885,-0.32435533,-0.24612658,-0.013519969,-0.5033659,0.017773649,-0.7952003,-0.62258136,0.70328456
cnn_tile_045,0.066868946,-0.36645776,-0.7945275,-0.37861866,-0.35869366,-0.5236247,-0.27298436,0.98466945,-0.6300303,-0.7164167,0.90030646,-0.3698702,-0.27584082,-0.88569856,-0.98131645,-0.9205851,0.9211264,-0.9737694,0.38822433,0.78255415,0.7113054,-0.9611231,-0.54742163,-0.47650498,0.85080636,-0.86941427,0.76782084,0.838763,0.22417225,0.9972536,0.48079878,-0.92809707,0.2448533,-0.84515125,0.34240463,0.792213,0.81446135,-0.8552365,-0.8103531,0.89515543,0.08618865,0.89260244,-0.29300085,-0.7155104,-0.16394609,-0.5057472,0.057160802,0.1259323,0.98996913,0.93131423,-0.91630536,-0.39571795,-0.66836816,0.53308594,0.98269796,-0.8499899,-0.8363792,0.5831796,-0.568576,0.08160374,-0.08356194,0.9733792,0.60328937,0.91644686,0.13452399,0.35076135,0.80633366,0.9106165,-0.99492383,0.50016624,0.1430443,0.25175074,-0.20929708,-0.46646568,0.879262,0.3063219,0.425663,0.06835169,0.13585456,-0.89290285,-0.97487307,0.023533912,0.9605296,-0.63465244,0.9697042,0.65901893,-0.8149744,-0.97545505,-0.32205254,-0.21663544,-0.037087813,-0.49517736,-0.0018612721,-0.8682928,-0.6206491,0.6972529
cnn_tile_046,0.041063264,-0.3815504,-0.7777476,-0.37126285,-0.42819822,-0.43998283,-0.3932087,0.97383845,-0.6862604,-0.6732297,0.92875826,-0.41732675,-0.35700807,-0.8356147,-0.97419447,-0.9377312,0.9261742,-0.9719948,0.45975232,0.6604075,0.6791609,-0.9582332,-0.33905563,-0.5242876,0.88627416,-0.8778138,0.8276891,0.82241565,0.027915182,0.9974458,0.38138708,-0.91905236,0.24014208,-0.89262515,0.398071,0.8205799,0.83852506,-0.91428804,-0.7871011,0.90516967,-0.008077073,0.8261578,-0.30266783,-0.66547173,-0.25215048,-0.48635375,0.022631096,-0.09005018,0.9880354,0.9183239,-0.9115827,-0.44430116,-0.67412055,0.6002781,0.9844984,-0.8205834,-0.8417521,0.70925033,-0.48547846,-0.008345511,-0.13779806,0.95461667,0.45584738,0.9336787,0.07786305,0.42566738,0.75420386,0.9341846,-0.99548286,0.5022418,0.18065502,0.20177679,-0.20715043,-0.48947257,0.8898617,0.15367576,0.5346876,-0.014509673,-0.11639406,-0.9307476,-0.9797612,-0.20481542,0.9648065,-0.4462334,0.9706069,0.62869143,-0.7589817,-0.9791983,-0.3643988,-0.14965914,-0.10837971,-0.5936207,-0.056934856,-0.8685186,-0.65396875,0.59258115
cnn_tile_047,0.066612124,-0.27338436,-0.82758427,-0.40327564,-0.3939495,-0.41675922,-0.30171522,0.9737331,-0.6738247,-0.6457309,0.9070353,-0.36787078,-0.20263332,-0.82664096,-0.9831029,-0.8556377,0.92974854,-0.97171724,0.29147956,0.61469847,0.64847416,-0.9507532,-0.39717737,-0.4431155,0.8913036,-0.8459246,0.7603092,0.8257496,0.13952015,0.9967106,0.44555646,-0.941892,0.3147513,-0.8104629,0.36611006,0.84847635,0.80175793,-0.8397185,-0.794405,0.877524,-0.024607696,0.86880004,-0.2951682,-0.7714837,-0.30754277,-0.53577965,-0.01379243,-0.08680913,0.98290414,0.93971646,-0.89674395,-0.5579141,-0.63881844,0.6627945,0.98295504,-0.8359212,-0.85115445,0.5422775,-0.19754033,0.027001722,-0.016132627,0.9690009,0.66027635,0.9039364,0.37209982,0.2744528,0.785406,0.909898,-0.99499506,0.4890807,0.23326997,0.4090021,-0.36080822,-0.44835705,0.9080488,0.27011052,0.32585812,0.035880357,0.06083968,-0.91941524,-0.9822077,-0.019201012,0.96383446,-0.57469445,0.96387905,0.56399596,-0.77067995,-0.9710977,-0.31886947,-0.37544087,-0.109613866,-0.51949227,-0.025992692,-0.84973097,-0.58788913,0.63540107
cnn_tile_048,0.062411673,-0.34749237,-0.7127008,-0.47045618,-0.51541954,-0.46465373,-0.3576746,0.9739073,-0.62214124,-0.6443168,0.90660495,-0.3397924,-0.39814124,-0.8378719,-0.9782426,-0.9115523,0.89704883,-0.9652813,0.26123527,0.6971579,0.65607536,-0.9724844,-0.38191187,-0.5022552,0.8957096,-0.91503555,0.84408754,0.8746883,0.028859869,0.9971844,0.49217704,-0.9202888,0.2253777,-0.8842818,0.40760687,0.8170346,0.84472007,-0.8754798,-0.82676727,0.86612904,0.011709631,0.8160178,-0.22192648,-0.7529524,-0.29857346,-0.5467297,0.3705331,0.0386852,0.9845829,0.93998593,-0.89265025,-0.6225165,-0.6641452,0.5805215,0.976839,-0.83006954,-0.82159424,0.6638256,-0.45933166,-0.1576307,-0.08264396,0.95907396,0.67538446,0.92133987,0.17174983,0.20949723,0.79609233,0.92721593,-0.99579203,0.3434077,0.22018677,0.2957022,-0.2826487,-0.5354377,0.8995803,0.32404464,0.41331398,0.08178342,-0.061536018,-0.93946826,-0.9748767,-0.08759176,0.96040267,-0.58432573,0.9572548,0.69745994,-0.6786087,-0.98353976,-0.22234207,-0.067293815,-0.085602894,-0.5175047,-0.062307898,-0.852179,-0.58877665,0.62240887
cnn_tile_049,-0.0013691067,-0.42120463,-0.82210517,-0.27710614,-0.36504778,-0.5022347,-0.2107061,0.97575164,-0.70245385,-0.79398054,0.90505683,-0.1596229,-0.4957708,-0.77678585,-0.9730973,-0.91783845,0.9119874,-0.97693914,0.4986809,0.7118485,0.55646604,-0.96278334,-0.50196904,-0.5067777,0.90313977,-0.91596425,0.77508503,0.87025964,0.040130958,0.9968604,0.46088228,-0.8899928,0.123974,-0.83023316,0.25856116,0.79713714,0.8377272,-0.8628989,-0.8614751,0.8974339,-0.1237493,0.8550695,-0.38661093,-0.6823818,-0.22969428,-0.51774305,0.19856936,-0.1025411,0.9827254,0.92291665,-0.91043264,-0.53057605,-0.6343216,0.6038352,0.97746265,-0.7935464,-0.85822606,0.67092127,-0.48700276,-0.0105399275,-0.041871306,0.95792615,0.49830073,0.9372608,0.12923175,0.3159128,0.7779884,0.9257618,-0.99717295,0.50882787,0.28540692,0.11742715,-0.13847156,-0.60539836,0.8999435,0.20497464,0.39162967,0.15171835,0.1750744,-0.9125543,-0.9788103,0.058920074,0.9652255,-0.4299289,0.9504746,0.6366699,-0.7522343,-0.9766256,-0.31510124,-0.080307424,0.019090137,-0.35967597,0.122903585,-0.83955306,-0.6171229,0.7485094
